index,raw,uic,lat,lon,entries
496,Champs - Saint-Bris,87683615,47.7388182,3.6034756,champs saint bris
497,Champtocé-sur-Loire,87484352,47.4102457,-0.8685747,champtoce sur loire
498,Chanac,87783530,44.4739786,3.3454117,chanac
501,Chantenay,87481051,47.1971227,-1.5943634,chantenay
502,Chantenay-Saint-Imbert,87696302,46.7283203,3.1720842,chantenay saint imbert
503,Chantilly - Gouvieux,87276113,49.18724,2.45979,chantilly gouvieux
504,Chantonnay,87486332,46.6898472,-1.0544144,chantonnay
505,Chapeauroux,87734343,44.8380008,3.741923,chapeauroux
506,Chaponost,87722710,45.6984889,4.7643014,chaponost
508,Charbonnières-les-Bains,87721530,45.782142,4.735912,charbonnieres les bains
509,Charleville-Mézières,87172007,49.767915,4.724952,charleville mezieres
510,Charmes,87144055,48.378483,6.301537,charmes
512,Chartres,87394007,48.4482023,1.4813128,chartres
514,Chasse-sur-Rhône,87722561,45.58237,4.794843,chasse sur rhone
515,Chasseneuil-du-Poitou,87575225,46.6517702,0.3730275,chasseneuil du poitou
516,Chasseradès,87775148,44.5539847,3.8399319,chasserades
517,Château-Arnoux-Saint-Auban,87751230,44.0615651,5.9973734,chateau arnoux saint auban
518,Château-du-Loir,87396606,47.683392,0.414912,chateau du loir
519,Château-Gaillard,87543066,48.1416904,1.9128148,chateau gaillard
520,Château-l'Évêque,87595165,45.2445887,0.6882106,chateau l eveque
521,Château-Renault,87574665,47.5877961,0.9015238,chateau renault
522,Château-Thierry,87116582,49.038224,3.409514,chateau thierry
523,Châteaubourg,87471524,48.106361,-1.405159,chateaubourg
524,Châteaubriant,87590372,47.7175212,-1.3715152,chateaubriant
525,Châteaudun,87545756,48.073463,1.338133,chateaudun
526,Châteaulin,87474064,48.2016033,-4.094308,chateaulin
527,Châteauneuf - Bujaleuf,87592105,45.759316,1.6453027,chateauneuf bujaleuf
528,Châteauneuf-sur-Charente,87491506,45.599836,-0.0502,chateauneuf sur charente
529,Châteauneuf-sur-Cher,87576298,46.8568144,2.3103826,chateauneuf sur cher
530,Châteauroux,87597005,46.809737,1.699536,chateauroux
531,Châtel - Nomexy,87144071,48.307156,6.387807,chatel nomexy
532,Châtel-Censoir,87696856,47.5377695,3.6350455,chatel censoir
533,Châtelaillon-Plage,87485110,46.0783303,-1.0908909,chatelaillon plage
534,Châtelaudren - Plouagat,87473140,48.5332189,-2.9746782,chatelaudren plouagat
535,Châtellerault,87575142,46.818594,0.549279,chatellerault
536,Châtillon d'Azergues,87721753,45.8751815,4.6451164,chatillon d azergues
537,Chauffailles,87694778,46.2074552,4.3454278,chauffailles
538,Chaugey,87712679,47.0872036,5.2551914,chaugey
539,Chaulnes,87313478,49.8076201,2.8011421,chaulnes
540,Chaumont,87142000,48.10976,5.1346,chaumont
542,Chauny,87296616,49.61119,3.22354,chauny
543,Chaux-des-Crotenay,87715383,46.6545926,5.9438595,chaux des crotenay
547,Chazay - Marcilly,87721415,45.8729618,4.7252221,chazay marcilly
548,Chedde,87746701,45.9263464,6.7197662,chedde
549,Cheilly-lès-Maranges,87694398,46.8924768,4.6758424,cheilly les maranges
551,Chemillé-en-Anjou,87484246,47.217748,-0.731989,chemille en anjou
552,Chemilly - Appoigny,87683532,47.8972366,3.5543936,chemilly appoigny
554,Chenevières,87141382,48.5195062,6.6325613,chenevieres
555,Chenonceaux,87574491,47.330554,1.0661,chenonceaux
556,Cherbourg-en-Cotentin,87444877,49.633505,-1.621515,cherbourg en cotentin
557,Chessy,87721761,45.885545,4.6222625,chessy
558,Chevaigné,87471458,48.2089042,-1.6307622,chevaigne
559,Chevillon,87175117,48.5245505,5.1117843,chevillon
560,Chevilly,87543041,48.0266215,1.8793013,chevilly
561,Chevrières,87276311,49.3373064,2.6828025,chevrieres
564,Chindrieux,87741116,45.8034376,5.8468876,chindrieux
565,Chinon,87571687,47.163047,0.251538,chinon
566,Chirac,87783290,44.5246607,3.2638181,chirac
567,Chissay-en-Touraine,87574848,47.3349004,1.1333044,chissay en touraine
568,Chocques,87342220,50.5382038,2.564749,chocques
570,Cholet,87484303,47.065698,-0.869583,cholet
571,Chorges,87763425,44.5458415,6.2718887,chorges
572,Chouzy-sur-Cisse,87574301,47.5203249,1.247846,chouzy sur cisse
573,Cinq-Mars-la-Pile,87571836,47.3452264,0.4604878,cinq mars la pile
574,Cintegabelle,87611376,43.3054202,1.5204268,cintegabelle
575,Cires-lès-Mello,87313551,49.2717956,2.3601903,cires les mello
576,Ciry-le-Noble,87694646,46.6040913,4.2997146,ciry le noble
577,Civrieux-d'Azergues,87721746,45.8591831,4.7182413,civrieux d azergues
578,Cize - Bolozon,87743344,46.2134803,5.4540677,cize bolozon
579,Clacy - Mons,87296178,49.5439229,3.5766816,clacy mons
581,Clamecy,87696807,47.4666984,3.5207672,clamecy
582,Clelles - Mens,87747626,44.8272443,5.6050622,clelles mens
583,Clères,87411819,49.598964,1.106184,cleres
584,Clermont de l'Oise,87313304,49.38531,2.41767,clermont de l oise
585,Clermont La Pardieu,87782607,45.766947,3.134163,clermont la pardieu
586,Clermont La Rotonde,87396895,45.7680954,3.0909704,clermont la rotonde
587,Clermont-Ferrand,87734004,45.778945,3.100543,clermont ferrand
588,Clerval,87184622,47.3966577,6.4920574,clerval
590,Clisson,87481440,47.086142,-1.286172,clisson
591,Cloyes-sur-le-Loir,87574509,47.9921032,1.2433542,cloyes sur le loir
592,Cluses,87746370,46.061447,6.582663,cluses
593,Coarraze - Nay,87672139,43.1818351,-0.2416429,coarraze nay
594,Coat Guégan,87473579,48.4803156,-3.2738023,coat guegan
595,Cognac,87491449,45.684682,-0.326112,cognac
597,Collioure,87784256,42.5269437,3.0782319,collioure
598,Collonges - Fontaines,87721225,45.8291102,4.8466136,collonges fontaines
599,Collonges-lès-Premières,87713321,47.2212533,5.2653478,collonges les premieres
600,Colmar,87182014,48.073201,7.346967,colmar
601,Colmar Mésanges,87402297,48.0860048,7.3336703,colmar mesanges
602,Colmar Saint-Joseph,87181222,48.0816399,7.3453397,colmar saint joseph
604,Colombier-Fontaine,87184556,47.4554849,6.6890071,colombier fontaine
605,Colomiers,87611467,43.603734,1.334221,colomiers
606,Colomiers Lycée International,87611921,43.6163055,1.3141157,colomiers lycee international
607,Combourg,87478057,48.41609,-1.72792,combourg
609,Commentry,87641415,46.295102,2.739949,commentry
610,Commercy,87175257,48.765749,5.58861,commercy
612,Compiègne,87276691,49.422005,2.823679,compiegne
613,Conches-en-Ouche,87387159,48.9623603,0.9378895,conches en ouche
614,Condat - Le Lardin,87594382,45.1267128,1.2267493,condat le lardin
615,Condé-sur-Huisne,87394288,48.3834826,0.8487023,conde sur huisne
616,Conflans - Jarny,87192666,49.1662895,5.8681853,conflans jarny
619,Conlie,87396218,48.1272909,-0.0113736,conlie
620,Connerré - Beillé,87396309,48.0735,0.48687,connerre beille
621,Contrexéville,87144287,48.1796129,5.890633,contrexeville
622,Corbehem,87345116,50.3428545,3.0405375,corbehem
624,Corbie,87313056,49.9116183,2.4996846,corbie
625,Corbigny,87696617,47.254807,3.6773226,corbigny
626,Corcy,87272286,49.2550929,3.2157221,corcy
627,Cordemais,87481820,47.3021502,-1.8466771,cordemais
628,Cordes - Vindrac,87613802,44.067189,1.900229,cordes vindrac
629,Corgoloin,87713537,47.0841982,4.9171231,corgoloin
631,Cormery,87571430,47.26254,0.833953,cormery
632,Cornil,87594481,45.2151758,1.6978482,cornil
633,Coron de Méricourt,87345132,50.4150048,2.8854084,coron de mericourt
634,Corps-Nuds,87471326,47.9851669,-1.5754724,corps nuds
635,Corrèze,87594119,45.3294801,1.8810793,correze
636,Corseul - Languenan,87478180,48.4960574,-2.1414331,corseul languenan
637,Cosne-Cours-sur-Loire,87696146,47.413996,2.931981,cosne cours sur loire
638,Coucy-lès-Eppes,87171769,49.556282,3.7748209,coucy les eppes
639,Coudekerque-Branche,87281402,51.0177069,2.3751425,coudekerque branche
640,Couëron,87481804,47.2220412,-1.7235014,coueron
641,Couffoulens - Leuc,87615120,43.1555365,2.3161754,couffoulens leuc
643,Coulanges-sur-Yonne,87696831,47.5270546,3.5472388,coulanges sur yonne
646,Courcay - Tauxigny,87571448,47.2377076,0.867867,courcay tauxigny
647,Courcelles-le-Comte,87342063,50.1694124,2.7880351,courcelles le comte
648,Courcelles-sur-Nied,87192211,49.0634035,6.3109926,courcelles sur nied
649,Courcy - Brimont,87171710,49.3296003,4.0134623,courcy brimont
650,Coursan,87781161,43.23369,3.0510465,coursan
651,Courtalain - Saint-Pellerin,87394494,48.0735988,1.1270043,courtalain saint pellerin
652,Courthézon,87765180,44.0899478,4.8881802,courthezon
653,Courville-sur-Eure,87394221,48.451236,1.234836,courville sur eure
654,Cousance,87718270,46.5353569,5.3868216,cousance
655,Coutances,87447110,49.042928,-1.441726,coutances
656,Coutras,87584516,45.03661,-0.13169,coutras
657,Couzon-au-Mont-d'Or,87721241,45.8486737,4.8294786,couzon au mont d or
658,Cramoisy,87313544,49.256625,2.40489,cramoisy
659,Cransac,87613232,44.522951,2.2718666,cransac
660,Cravant - Bazarnes,87683649,47.6785079,3.6811741,cravant bazarnes
661,Crêches-sur-Saône,87725713,46.2461762,4.7840233,creches sur saone
663,Creil,87276006,49.263757,2.4692439,creil
664,Crépieux la Pape,87723502,45.8038348,4.8922918,crepieux la pape
665,Crépy - Couvron,87296152,49.6233401,3.5167165,crepy couvron
666,Crépy-en-Valois,87271593,49.231235,2.8864694,crepy en valois
667,Crest,87761783,44.7301546,5.0160968,crest
669,Croix - Wasquehal,87286716,50.6785574,3.1380315,croix wasquehal
670,Croix du Prince,87672600,43.2857104,-0.3791261,croix du prince
671,Croix L'Allumette,87281055,50.6872009,3.1516591,croix l allumette
672,Croix Sainte,87753491,43.4088317,5.0196445,croix sainte
673,Cros de Cagnes,87756338,43.660465,7.167111,cros de cagnes
674,Crouy,87271874,49.4037093,3.3569138,crouy
676,Cubzac-les-Ponts,87491266,44.9729407,-0.4590937,cubzac les ponts
677,Cuers - Pierrefeu,87755355,43.2364281,6.0856855,cuers pierrefeu
678,Cugand,87481457,47.0582602,-1.253301,cugand
679,Cuinchy,87342410,50.5219693,2.7473533,cuinchy
680,Culmont - Chalindrey,87142125,47.8100902,5.4432217,culmont chalindrey
681,Culoz,87741074,45.843264,5.778784,culoz
682,Dachstein,87214551,48.5428546,7.5330038,dachstein
683,Dambach-la-Ville,87214213,48.3216345,7.4355565,dambach la ville
684,Damiatte - Saint-Paul,87615484,43.6566194,1.9733585,damiatte saint paul
685,Dammartin - Juilly - Saint-Mard,87271536,49.03219,2.69887,dammartin juilly saint mard
686,Dangé-Saint-Romain,87575126,46.9378397,0.6087754,dange saint romain
687,Danjoutin,87700146,47.6175,6.86919,danjoutin
688,Dannemarie,87182253,47.6275771,7.124907,dannemarie
689,Dannemarie - Velesmes,87718312,47.2038599,5.8738348,dannemarie velesmes
690,Dannes - Camiers,87317081,50.5759062,1.614825,dannes camiers
691,Daours,87315044,49.899267,2.4590533,daours
692,Dardilly Le Jubin,87721449,45.815143,4.7613451,dardilly le jubin
693,Dardilly Les Mouilles,87721480,45.7967409,4.7600288,dardilly les mouilles
694,Darsac,87734673,45.14211,3.7365537,darsac
695,Dax,87673202,43.720472,-1.050301,dax
696,Decize,87696484,46.837362,3.467274,decize
697,Dégagnac,87613174,44.6534974,1.3400861,degagnac
698,Delle,87184440,47.50593,7.00962,delle
699,Deluz,87718429,47.2925132,6.199733,deluz
700,Denain,87343459,50.3345415,3.388699,denain
701,Dettwiller,87212183,48.7518969,7.4652459,dettwiller
703,Deville,87172064,49.8796028,4.7072062,deville
704,Die,87761841,44.7582549,5.3632053,die
705,Diemeringen,87215665,48.9405,7.18529,diemeringen
706,Dieppe,87415018,49.921788,1.081133,dieppe
707,Dieulouard,87141812,48.843367,6.071489,dieulouard
708,Dieupentale,87611681,43.8654687,1.2760011,dieupentale
709,Digoin,87694695,46.4851604,3.9876537,digoin
710,Dijon,87713040,47.32337,5.027208,dijon
711,Dijon Porte Neuve,87713008,47.322806,5.054872,dijon porte neuve
712,Dinan,87478164,48.456764,-2.053542,dinan
713,Dingé,87478040,48.3507382,-1.6859729,dinge
714,Dirinon,87474015,48.3926343,-4.2855034,dirinon
715,Dissay,87575191,46.703544,0.4210161,dissay
716,Dives-sur-Mer - Cabourg,87444414,49.2864776,-0.1074996,dives sur mer cabourg
717,Dives-sur-Mer Port Guillaume,87337378,49.2910882,-0.1008455,dives sur mer port guillaume
718,Dol-de-Bretagne,87478073,48.54425,-1.750536,dol de bretagne
719,Dole,87713412,47.096084,5.488105,dole
720,Dombasle-sur-Meurthe,87141119,48.623275,6.343478,dombasle sur meurthe
721,Domblans - Voiteur,87718213,46.7627809,5.5977462,domblans voiteur
722,Domfront-en-Champagne,87396200,48.1076766,0.0262592,domfront en champagne
723,Dommartin - Lissieu,87721738,45.8397811,4.7344831,dommartin lissieu
724,Dommartin - Remiencourt,87316109,49.7996523,2.3926625,dommartin remiencourt
726,Dompierre Sept Fons,87696427,46.5263166,3.6749309,dompierre sept fons
727,Dompierre-sur-Helpe,87295774,50.146144,3.871144,dompierre sur helpe
728,Don - Sainghin,87286435,50.55176,2.91458,don sainghin
729,Donchery,87172239,49.6981267,4.8747529,donchery
730,Donges,87481721,47.3151,-2.07236,donges
731,Donjeux,87142273,48.3658544,5.1482245,donjeux
732,Donzère,87764290,44.4433646,4.7046262,donzere
734,Dorlisheim,87214338,48.5249915,7.4930546,dorlisheim
735,Dormans,87171512,49.0791611,3.641709,dormans
736,Douai,87345009,50.371677,3.089986,douai
737,Dourdan,87545525,48.533466,2.009643,dourdan
739,Dourges,87345165,50.43192,2.98697,dourges
741,Drap - Cantaron,87756775,43.7599599,7.3168739,drap cantaron
742,Drefféac,87476770,47.4817568,-2.0503661,dreffeac
743,Dreuil-lès-Amiens,87316075,49.91444,2.23091,dreuil les amiens
744,Dreux,87393488,48.7314561,1.3701604,dreux
745,Drusenheim,87212357,48.7659128,7.9478463,drusenheim
746,Druye,87571612,47.3070191,0.5354805,druye
748,Dunkerque,87281006,51.03047,2.368961,dunkerque
749,Duppigheim,87214536,48.5439674,7.5868091,duppigheim
750,Durtol - Nohanent,87641449,45.7947707,3.048557,durtol nohanent
751,Duttlenheim,87214544,48.5453531,7.5661529,duttlenheim
752,Ebblinghem,87281469,50.7306459,2.409148,ebblinghem
753,Ebersheim,87214106,48.3099953,7.494471,ebersheim
754,Échirolles,87725895,45.153022,5.718943,echirolles
755,École-Valentin,87710731,47.2749834,5.9944745,ecole valentin
756,Écommoy,87396564,47.8246286,0.2691867,ecommoy
758,Ecully - Tassin,87721506,45.7657162,4.7795238,ecully tassin
759,Égletons,87594168,45.4023816,2.0651243,egletons
761,Éguzon-Chantôme,87597153,46.4397694,1.5521707,eguzon chantome
762,Eichhoffen,87214239,48.3824829,7.4495524,eichhoffen
763,Einvaux,87141200,48.5034859,6.3932959,einvaux
764,Elbeuf - Saint-Aubin,87411173,49.302766,1.00993,elbeuf saint aubin
765,Elne,87784207,42.5971138,2.9635851,elne
766,Éloyes,87144436,48.087067,6.6001593,eloyes
767,Embrun,87763466,44.567008,6.496773,embrun
770,Ennevelin,87287276,50.5492981,3.1586612,ennevelin
771,Entraigues-sur-la-Sorgue,87765826,44.0054278,4.9226971,entraigues sur la sorgue
772,Entzheim Aéroport,87214528,48.54699,7.62794,entzheim aeroport
773,Épanvilliers,87575357,46.2254951,0.2357576,epanvilliers
774,Épernay,87171553,49.046289,3.959798,epernay
775,Épernon,87394114,48.6052471,1.6812578,epernon
776,Epfig,87214221,48.3637643,7.4504053,epfig
777,Épierre - Saint-Léger,87741280,45.457027,6.292521,epierre saint leger
778,Épinal,87144006,48.178005,6.441787,epinal
787,Erdre Active,87590356,47.282902,-1.544552,erdre active
790,Erstein,87214148,48.4229857,7.6387869,erstein
792,Escalquens,87611707,43.5170958,1.5422774,escalquens
793,Escaudœuvres,87345496,50.1918249,3.2754949,escaud uvres
794,Esches,87272096,49.2125205,2.1708125,esches
795,Esquelbecq,87281113,50.8894369,2.4121536,esquelbecq
797,Estrées-Saint-Denis,87313387,49.4382161,2.642402,estrees saint denis
798,Estressin,87722579,45.540285,4.868273,estressin
799,Esvres sur Indre,87571422,47.2841016,0.7816519,esvres sur indre
800,Étain,87175794,49.2074907,5.6398079,etain
801,Étainhus - Saint-Romain,87413328,49.5612151,0.3310234,etainhus saint romain
802,Étalans,87718536,47.155884,6.2706173,etalans
803,Étampes,87545137,48.436661,2.159468,etampes
804,Étang-sur-Arroux,87694141,46.8679082,4.1838415,etang sur arroux
805,Étaples - Le Touquet,87317065,50.51686,1.64231,etaples le touquet
806,Étigny - Véron,87683201,48.1386835,3.2904186,etigny veron
807,Étival-Clairefontaine,87144642,48.3671987,6.8769607,etival clairefontaine
809,Étriché - Châteauneuf,87484154,47.6567082,-0.4608993,etriche chateauneuf
810,Eu,87317537,50.0541988,1.416837,eu
811,Évian-les-Bains,87745679,46.397915,6.577457,evian les bains
812,Évreux Normandie,87387001,49.018748,1.149629,evreux normandie
813,Évron,87478552,48.155501,-0.397338,evron
816,Eymoutiers Vassivière,87592121,45.7397876,1.7412237,eymoutiers vassiviere
817,Èze,87756387,43.7221842,7.3568031,eze
818,Farbus,87342527,50.357641,2.8310408,farbus
819,Farébersviller,87193516,49.1181603,6.8618926,farebersviller
821,Farschviller,87193524,49.0878773,6.9080815,farschviller
822,Faubourg d'Orléans,87576173,47.3669948,1.7403794,faubourg d orleans
823,Faulquemont,87193359,49.0453391,6.6039774,faulquemont
824,Fécamp,87413542,49.759277,0.375287,fecamp
825,Fegersheim - Lipsheim,87212266,48.4905892,7.6724806,fegersheim lipsheim
826,Fellering,87182626,47.8975893,6.9871347,fellering
827,Fépin,87172874,50.0234644,4.7266156,fepin
829,Feuquières - Broquiers,87313742,49.6545751,1.8305169,feuquieres broquiers
830,Feurs,87726877,45.744156,4.230573,feurs
831,Feyzin,87722538,45.6658584,4.8531349,feyzin
832,Figeac,87613091,44.603515,2.037355,figeac
833,Firminy,87726729,45.391625,4.28643,firminy
834,Fismes,87171330,49.310665,3.68213,fismes
835,Flavy-le-Martel,87296871,49.7187375,3.1905076,flavy le martel
836,Flaxlanden,87181040,47.6986924,7.3044703,flaxlanden
837,Flers,87448001,48.744785,-0.573216,flers
838,Fleurieux-sur-l'Arbresle,87721563,45.8449944,4.6603815,fleurieux sur l arbresle
839,Fleurville - Pont-de-Vaux,87725663,46.4509279,4.8840722,fleurville pont de vaux
840,Flez-Cuzy - Tannay,87696633,47.3630583,3.6149926,flez cuzy tannay
841,Foëcy,87576108,47.1756905,2.1625062,foecy
842,Foix,87611616,42.969746,1.607147,foix
843,Folligny,87447649,48.8299461,-1.4072231,folligny
844,Fons - Saint-Mamert,87775379,43.9073195,4.2066687,fons saint mamert
845,Font-Romeu-Odeillo-Via,87784819,42.4912317,2.0383917,font romeu odeillo via
848,Fontaines - Mercurey,87713586,46.8512109,4.7750693,fontaines mercurey
850,Fontenoy-sur-Moselle,87141051,48.711721,5.9803654,fontenoy sur moselle
851,Fontpédrouse,87784769,42.5138062,2.1886585,fontpedrouse
852,Forbach,87193003,49.1892278,6.9013184,forbach
853,Formerie,87313833,49.6542178,1.7229081,formerie
854,Fors,87485326,46.2345203,-0.4069449,fors
855,Fos-sur-Mer,87753442,43.428029,4.974579,fos sur mer
856,Foucart - Alvimare,87413377,49.608289,0.5969601,foucart alvimare
857,Fouday,87214734,48.4248874,7.1874246,fouday
858,Foug,87141036,48.6792561,5.7912761,foug
859,Fougeray - Langon,87471201,47.7297956,-1.8510921,fougeray langon
860,Fougeré,87486316,46.6653044,-1.2319718,fougere
861,Fouilloy,87313841,49.7366368,1.8260404,fouilloy
862,Fouquereuil,87342204,50.5255091,2.6074449,fouquereuil
863,Fourchambault,87696229,47.0189684,3.0873673,fourchambault
864,Fourmies,87295048,50.01541,4.05357,fourmies
866,Fraisses - Unieux,87726737,45.3948228,4.2610375,fraisses unieux
867,Franchet d'Esperey,87417444,49.2425356,4.013869,franchet d esperey
868,Francheville,87722702,45.7336473,4.7693729,francheville
870,Franois,87718304,47.2273609,5.937498,franois
871,Frasne,87715136,46.857596,6.157767,frasne
873,Fréjus,87757500,43.432032,6.732941,frejus
874,Frénouville - Cagny,87444182,49.1411192,-0.2603256,frenouville cagny
876,Fresnoy-le-Grand,87296293,49.9501964,3.43268,fresnoy le grand
877,Fréteval - Morée,87574533,47.8919172,1.211813,freteval moree
878,Fretin,87286641,50.5599254,3.1495133,fretin
879,Frévin-Capelle,87342212,50.3473177,2.6338262,frevin capelle
880,Fromental,87592360,46.1715646,1.4324317,fromental
881,Froncles Buxières,87142240,48.29674,5.14156,froncles buxieres
882,Frontenex,87741629,45.6305461,6.3140556,frontenex
883,Frontignan,87773556,43.444934,3.758689,frontignan
884,Frouard,87141077,48.75545,6.14411,frouard
885,Frynaudour,87473876,48.7275919,-3.1284527,frynaudour
886,Fumay,87172098,49.986048,4.6926,fumay
887,Futuroscope,87324095,46.669918,0.377209,futuroscope
888,Gadagne,87765446,43.9296817,4.9568087,gadagne
890,Gaillac,87615252,43.905969,1.894855,gaillac
891,Gaillon - Aubevoye,87415620,49.174626,1.352461,gaillon aubevoye
892,Gallargues-le-Montueux,87775130,43.716229,4.1715027,gallargues le montueux
893,Gallieni Cancéropôle,87497461,43.5730877,1.4195801,gallieni canceropole
894,Galuzot,87694638,46.6421069,4.3300578,galuzot
895,Gambsheim,87212332,48.6948699,7.8791884,gambsheim
896,Gan,87672618,43.2335932,-0.391462,gan
897,Gandrange - Amnéville,87191742,49.2608222,6.1358897,gandrange amneville
898,Gannat,87732404,46.0975964,3.2047514,gannat
899,Gannes,87313262,49.5723315,2.4370074,gannes
900,Gap,87763003,44.563693,6.085638,gap
903,Garchizy,87691436,47.0429987,3.0858769,garchizy
904,Gardanne,87751420,43.455992,5.463332,gardanne
905,Gardonne,87584235,44.8347538,0.3319427,gardonne
909,Gauriaguet,87491225,45.0542936,-0.3992689,gauriaguet
910,Gazeran,87393348,48.6259183,1.7718857,gazeran
911,Gazinet Cestas,87582403,44.772218,-0.69949,gazinet cestas
912,Geispolsheim,87212258,48.5190515,7.6843578,geispolsheim
913,Gemeaux,87713842,47.478542,5.1293074,gemeaux
914,Génelard,87694653,46.5812177,4.2379965,genelard
915,Générac,87775791,43.7324379,4.3434742,generac
916,Genlis,87713313,47.244579,5.223406,genlis
918,Génolhac,87775213,44.3471626,3.9516407,genolhac
919,Germaine,87171587,49.1277634,4.0228976,germaine
920,Gertwiller,87214254,48.4133621,7.4663166,gertwiller
921,Gerzat,87734046,45.8335879,3.1431045,gerzat
922,Gestel,87476309,47.8029905,-3.4431341,gestel
923,Gevrey-Chambertin,87713503,47.2274694,4.999058,gevrey chambertin
924,Gien,87684290,47.699088,2.636205,gien
925,Gièvres,87576876,47.2787925,1.6678267,gievres
926,Gignac - Cressensac,87594325,45.0146074,1.4831648,gignac cressensac
927,Gilley,87718577,47.0500626,6.4925676,gilley
928,Gilly-sur-Loire,87694869,46.5370137,3.7821607,gilly sur loire
929,Gimont Cahuzac,87611772,43.6330525,0.8676246,gimont cahuzac
930,Gironde-sur-Dropt,87582858,44.583292,-0.0920127,gironde sur dropt
932,Givet,87172130,50.14025067,4.81798595,givet
933,Givors,87722405,45.584948,4.766086,givors
934,Givors Canal,87722439,45.5957662,4.7725754,givors canal
935,Golfe Juan Vallauris,87757641,43.566501,7.073578,golfe juan vallauris
936,Goncelin,87747477,45.341941,5.974136,goncelin
937,Gonfaron,87755397,43.3171516,6.2817644,gonfaron
938,Gorges,87481432,47.1001487,-1.3058778,gorges
939,Gourdon,87613141,44.7419445,1.389237,gourdon
940,Gourland,87473801,48.5609981,-3.1668191,gourland
943,Goxwiller,87214270,48.4327551,7.4787296,goxwiller
944,Graffenstaden,87212241,48.5324375,7.6897861,graffenstaden
945,Graffenwald,87181131,47.7808232,7.2247908,graffenwald
946,Gragnague,87615377,43.696179,1.567731,gragnague
947,Gramat,87613059,44.7734284,1.7223028,gramat
949,Grand-Combe la Pise,87775254,44.2098159,4.0329591,grand combe la pise
950,Grande-Synthe,87281311,51.0026884,2.3133547,grande synthe
951,Grandvillars,87184432,47.53763,6.9785,grandvillars
952,Grandvilliers,87313734,49.6593779,1.9384836,grandvilliers
953,Granville,87447680,48.838456,-1.587757,granville
954,Grasse,87757724,43.653317,6.925524,grasse
955,Gravelines,87281246,50.978736,2.1232852,gravelines
957,Grenoble,87747006,45.191493,5.714584,grenoble
958,Grenoble Universités - Gières,87747402,45.184877,5.78474,grenoble universites gieres
959,Gresswiller,87214593,48.53334,7.42468,gresswiller
960,Grésy-sur-Aix,87746107,45.7245161,5.9221751,gresy sur aix
961,Grésy-sur-Isère,87741611,45.594432,6.2588584,gresy sur isere
964,Grigny le Sablon,87722298,45.6072601,4.796144,grigny le sablon
965,Grisolles,87611673,43.8269619,1.3023292,grisolles
966,Groisy - Thorens-Glières,87746248,46.0111205,6.17568,groisy thorens glieres
970,Guéret,87597609,46.1741863,1.8793855,gueret
971,Guéthary,87673459,43.4253491,-1.6098615,guethary
972,Guichen - Bourg-des-Comptes,87471151,47.9350963,-1.7601845,guichen bourg des comptes
973,Guignicourt,87171736,49.434862,3.961334,guignicourt
974,Guillerval,87545129,48.3744455,2.0598748,guillerval
975,Guimiliau,87474296,48.4852675,-3.9996163,guimiliau
976,Guingamp,87473207,48.555659,-3.143343,guingamp
977,Gujan-Mestras,87582619,44.640454,-1.06906,gujan mestras
978,Gundershoffen,87213223,48.905261,7.6535345,gundershoffen
979,Gunsbach - Griesbach,87182386,48.0414908,7.1748407,gunsbach griesbach
980,Habsheim,87182089,47.737691,7.417979,habsheim
981,Hachette,87297523,50.1582852,3.7434526,hachette
982,Hagondange,87191114,49.25356,6.16448,hagondange
983,Haguenau,87213058,48.8134498,7.7827255,haguenau
984,Halsou - Larressore,87673640,43.3781301,-1.4279003,halsou larressore
985,Haluchère Batignolles,87590331,47.249142,-1.5224436,haluchere batignolles
986,Ham,87313494,49.73985,3.07052,ham
987,Ham-en-Artois,87342261,50.5900401,2.4657764,ham en artois
988,Hangest-sur-Somme,87313114,49.9822011,2.0661412,hangest sur somme
989,Harfleur,87413302,49.5136336,0.1989828,harfleur
990,Hargicourt - Pierrepont,87313338,49.7138593,2.5317673,hargicourt pierrepont
991,Hatrize,87192724,49.1934741,5.9071141,hatrize
992,Haubourdin,87286096,50.6070495,2.990153,haubourdin
994,Haute Picardie TGV,87313882,49.859182,2.8319,haute picardie tgv
995,Hautmont,87295568,50.25398,3.91522,hautmont
996,Hayange,87191239,49.33053,6.07245,hayange
997,Haybes,87172106,50.0116888,4.7045378,haybes
998,Hazebrouck,87286302,50.72501,2.54129,hazebrouck
999,Heiligenberg - Mollkirch,87214627,48.5273135,7.381426,heiligenberg mollkirch
1000,Heilles - Mouchy,87316398,49.340531,2.2725858,heilles mouchy
1001,Heilly,87316059,49.9435191,2.5396593,heilly
1002,Hellemmes,87286062,50.6226402,3.1149328,hellemmes
1003,Hendaye,87677005,43.353132,-1.781724,hendaye
1004,Hénin-Beaumont,87345157,50.41706,2.95211,henin beaumont
1005,Hennebont,87476259,47.7990019,-3.2857467,hennebont
1007,Herchies,87313692,49.4879546,2.0109273,herchies
1008,Héricourt,87184507,47.5729701,6.7691977,hericourt
1010,Hermes - Berthecourt,87313585,49.3544055,2.2416554,hermes berthecourt
1011,Herny,87193383,49.0036084,6.4769285,herny
1012,Herrlisheim,87212340,48.7279056,7.9102594,herrlisheim
1013,Herrlisheim-près-Colmar,87182329,48.0166417,7.3206381,herrlisheim pres colmar
1014,Hesdigneul-lès-Boulogne,87317107,50.6609475,1.6669967,hesdigneul les boulogne
