index,raw,uic,lat,lon,entries
1015,Hesdin,87317222,50.378286,2.0351881,hesdin
1016,Hettange-Grande,87191163,49.4076754,6.1566738,hettange grande
1017,Hirson,87295063,49.91455,4.08432,hirson
1018,Hirson Écoles,87324335,49.9288321,4.0861491,hirson ecoles
1019,Hochfelden,87212167,48.7554199,7.572355,hochfelden
1020,Hoelschloch,87213413,48.9163252,7.8314949,hoelschloch
1021,Hoenheim Tram,87338517,48.6285976,7.7581387,hoenheim tram
1022,Hoerdt,87213686,48.7029518,7.7794059,hoerdt
1023,Hoffen,87213447,48.9312475,7.933587,hoffen
1024,Hombourg-Haut,87193276,49.1261085,6.7742703,hombourg haut
1025,Homécourt,87191692,49.2182988,5.9991714,homecourt
1027,Houdemont,87141473,48.645478,6.1797255,houdemont
1029,Houlgate,87444406,49.3000711,-0.0772276,houlgate
1030,Hundling,87193540,49.1066949,6.9775394,hundling
1031,Huriel,87641217,46.3714332,2.4762569,huriel
1032,Hyères,87755629,43.108867,6.124223,hyeres
1033,Igney,87144089,48.2709639,6.3995463,igney
1034,Igney - Avricourt,87215103,48.6467012,6.8053062,igney avricourt
1036,Ille-sur-Têt,87784561,42.6682396,2.6242863,ille sur tet
1037,Illfurth,87182204,47.6764322,7.2685712,illfurth
1038,Illiers-Combray,87394437,48.303937,1.2448745,illiers combray
1039,Imphy,87696450,46.9333537,3.2597113,imphy
1040,Ingersheim - Cité Scolaire,87303875,48.08883,7.29823,ingersheim cite scolaire
1041,Ingrandes sur Vienne,87575134,46.8746283,0.5691164,ingrandes sur vienne
1042,Ingrandes-Le Fresne-sur-Loire,87484360,47.4056382,-0.9210198,ingrandes le fresne sur loire
1043,Ingwiller,87213785,48.8723277,7.477155,ingwiller
1045,Irigny Yvours,87722249,45.69002,4.83229,irigny yvours
1046,Is-sur-Tille,87713859,47.520454,5.129481,is sur tille
1047,Isbergues,87342279,50.61399,2.46277,isbergues
1049,Issé,87481622,47.6268289,-1.45068,isse
1050,Issoire,87734202,45.543884,3.25398,issoire
1052,Issoudun,87597062,46.948763,1.985834,issoudun
1055,Istres,87753418,43.5153953,4.9804272,istres
1056,Iteuil,87577403,46.4841223,0.3168298,iteuil
1057,Itxassou,87673665,43.324043,-1.3956111,itxassou
1059,Iwuy,87345397,50.2255015,3.3298634,iwuy
1060,Janzé,87471334,47.955364,-1.497538,janze
1061,Jarnac,87491472,45.6711292,-0.1777613,jarnac
1062,Jarrie - Vizille,87747535,45.0854543,5.7424487,jarrie vizille
1063,Jarville-la-Malgrange,87141010,48.6698381,6.2024643,jarville la malgrange
1064,Jaunay-Clan,87575217,46.682044,0.3816535,jaunay clan
1065,Jaux,87272013,49.3868029,2.777316,jaux
1067,Jeumont,87295014,50.29606,4.08645,jeumont
1068,Jœuf,87191700,49.2250083,6.0177021,j uf
1069,Joigny,87683243,47.973843,3.393082,joigny
1070,Joigny-sur-Meuse,87172031,49.8336807,4.7672389,joigny sur meuse
1071,Joinville,87175091,48.4442977,5.143503,joinville
1072,Joncet,87784710,42.5615245,2.3111464,joncet
1073,Joncherey,87700153,47.5262,6.9988,joncherey
1074,Jonchery-sur-Vesle,87171314,49.290057,3.819422,jonchery sur vesle
1075,Jonzac,87491142,45.4387456,-0.44164,jonzac
1076,Joué-lès-Tours,87571885,47.3541741,0.6675586,joue les tours
1077,Jouy,87394155,48.5102582,1.5573972,jouy
1079,Juan les Pins,87757666,43.570896,7.11144,juan les pins
1080,Juvisy-sur-Orge,87545244,48.68917,2.38267,juvisy sur orge
1082,Kalhausen,87193664,49.0350585,7.125352,kalhausen
1083,Ker Lann,87159947,48.0429857,-1.7398306,ker lann
1084,Kerhostin,87476432,47.5369524,-3.1363795,kerhostin
1085,Kerhuon,87474213,48.4096627,-4.3882136,kerhuon
1086,Kilstett,87212324,48.6793065,7.8549031,kilstett
1087,Koenigsmacker,87191619,49.3965538,6.2735503,koenigsmacker
1088,Kogenheim,87214114,48.3389532,7.5353085,kogenheim
1089,Krimmeri Meinau,87338525,48.56358,7.75259,krimmeri meinau
1090,Kruth,87182642,47.92396,6.9690938,kruth
1091,Kurtzenhouse,87213660,48.741862,7.8130449,kurtzenhouse
1093,L'Aigle,87444638,48.766229,0.620014,l aigle
1094,L'Aiguille,87592634,45.7783702,1.2049024,l aiguille
1095,L'Arbresle,87721431,45.833299,4.618319,l arbresle
1096,L'Argentière Les Écrins,87763557,44.7909802,6.5564162,l argentiere les ecrins
1097,L'Ariane La Trinité,87751529,43.7343716,7.3025298,l ariane la trinite
1098,L'Estaque,87751602,43.363628,5.3213598,l estaque
1101,L'Herbergement - Les Brouzils,87486126,46.9069172,-1.3712431,l herbergement les brouzils
1102,L'Hermitage - Mordelles,87471060,48.123142,-1.8192987,l hermitage mordelles
1103,L'Hôpital-du-Grosbois,87718528,47.1691016,6.2130861,l hopital du grosbois
1105,L'Isle-d'Abeau,87761239,45.607645,5.21969,l isle d abeau
1106,L'Isle-Jourdain,87611806,43.617185,1.089829,l isle jourdain
1107,L'Isle-sur-la-Sorgue - Fontaine-de-Vaucluse,87765479,43.917393,5.047615,l isle sur la sorgue fontaine de vaucluse
1108,L'Isle-sur-le-Doubs,87184572,47.4473777,6.5812614,l isle sur le doubs
1109,L'Isthme,87476275,47.54653639699773,-3.1335359717958777,l isthme
1110,La Barasse,87635581,43.2858384,5.4845101,la barasse
1112,La Basse Indre - Saint-Herblain,87481069,47.2040872,-1.6603088,la basse indre saint herblain
1113,La Bassée - Violaines,87342436,50.52799,2.80482,la bassee violaines
1114,La Bastide - Saint-Laurent-les-Bains,87775171,44.5934829,3.9042849,la bastide saint laurent les bains
1115,La Baule Les Pins,87481697,47.2835196,-2.3648441,la baule les pins
1116,La Baule-Escoublac,87481754,47.28869,-2.389102,la baule escoublac
1117,La Bernerie-en-Retz,87481267,47.0832616,-2.0341408,la bernerie en retz
1118,La Bohalle,87487843,47.4342356,-0.4000426,la bohalle
1119,La Bonneville-sur-Iton,87387142,48.9884615,1.035014,la bonneville sur iton
1121,La Brillanne - Oraison,87751271,43.9247771,5.8923199,la brillanne oraison
1122,La Brohinière,87471094,48.2134717,-2.110452,la brohiniere
1124,La Chaize-le-Vicomte,87486308,46.676779,-1.2820678,la chaize le vicomte
1125,La Chapelle Aulnay,87590364,47.30859,-1.5415,la chapelle aulnay
1126,La Chapelle Centre,87481564,47.2972029,-1.548012,la chapelle centre
1127,La Chapelle-Saint-Mesmin,87543371,47.8929293,1.8268193,la chapelle saint mesmin
1128,La Chapelle-sur-Loire,87571802,47.251227,0.2184812,la chapelle sur loire
1129,La Charité-sur-Loire,87696195,47.179914,3.023883,la charite sur loire
1130,La Chaumusse - Fort-du-Plasne,87715391,46.6048753,5.9613342,la chaumusse fort du plasne
1131,La Chaussée-Saint-Victor,87574251,47.6127952,1.3537834,la chaussee saint victor
1132,La Ciotat - Ceyreste,87751784,43.199593,5.632647,la ciotat ceyreste
1133,La Clayette - Baudemont,87694737,46.2881469,4.2984195,la clayette baudemont
1134,La Coquille,87592501,45.5408509,0.9744005,la coquille
1136,La Couronne,87583617,45.604570970062376,0.1011570895580505,la couronne
1137,La Couronne Carro,87753541,43.3398078,5.0517077,la couronne carro
1138,La Crau,87755611,43.1449352,6.0687663,la crau
1139,La Crèche,87485474,46.3604181,-0.2962081,la creche
1140,La Croix de Méan,87481689,47.300426,-2.1932575,la croix de mean
1143,La Douzillère,87009696,47.3388167,0.6528244,la douzillere
1144,La Faloise,87313239,49.696527,2.3485813,la faloise
1145,La Fère,87296632,49.65802,3.36981,la fere
1147,La Ferté-Bernard,87396325,48.1864887,0.639711,la ferte bernard
1148,La Ferté-Imbault,87576082,47.3835442,1.9580537,la ferte imbault
1150,La Ferté-Saint-Aubin,87543124,47.720975,1.93236,la ferte saint aubin
1151,La Ferté-sous-Jouarre,87116517,48.950741,3.125577,la ferte sous jouarre
1152,La Fontaine,87286427,50.5661459,2.9261079,la fontaine
1153,La Forest-Landerneau,87474221,48.4263093,-4.3074515,la forest landerneau
1154,La Fouillouse,87726232,45.4977675,4.3170839,la fouillouse
1155,La Frayère,87757740,43.5581088,6.9720902,la frayere
1156,La Fresnais,87478081,48.593655,-1.8432199,la fresnais
1158,La Garde,87755306,43.1187044,6.0100767,la garde
1160,La Gorp,87584755,44.9288345,-0.4963844,la gorp
1161,La Gouesnière - Cancale - Saint-Méloir-des-Ondes,87478099,48.6144207,-1.9058105,la gouesniere cancale saint meloir des ondes
1163,La Grave d'Ambarès,87491274,44.9356421,-0.477021,la grave d ambares
1164,La Guerche-sur-l'Aubois,87576470,46.9477388,2.9485731,la guerche sur l aubois
1165,La Guierche,87396036,48.1138773,0.1931016,la guierche
1166,La Haie-Fouassière,87481416,47.1615899,-1.392195,la haie fouassiere
1167,La Hisse,87478156,48.4961248,-2.0036608,la hisse
1168,La Hume,87582635,44.639879,-1.116,la hume
1169,La Hutte Coulombiers,87396093,48.303495,0.1056788,la hutte coulombiers
1170,La Jarrie,87485185,46.12045,-1.02347,la jarrie
1171,La Jonchère-Saint-Maurice,87592337,45.9944577,1.4803853,la jonchere saint maurice
1172,La Joux,87746842,45.9657075,6.910179,la joux
1173,La Levade,87775247,44.228602,4.0102736,la levade
1174,La Loupe,87394254,48.4737398,1.0109416,la loupe
1175,La Madeleine,87286187,50.6608037,3.0725804,la madeleine
1176,La Marche,87691394,47.1396975,3.0395468,la marche
1177,La Méaugon,87473124,48.4996127,-2.8439358,la meaugon
1178,La Membrolle-sur-Choisille,87571513,47.4313179,0.6407872,la membrolle sur choisille
1179,La Ménitré,87487884,47.397422,-0.275818,la menitre
1180,La Meyze,87592808,45.6212964,1.2123135,la meyze
1181,La Mothe-Achard,87486423,46.6068648,-1.6596359,la mothe achard
1182,La Mothe-Saint-Héray,87485508,46.3807592,-0.1298415,la mothe saint heray
1184,La Pauline Hyères,87755314,43.1364769,6.0351027,la pauline hyeres
1185,La Penne-sur-Huveaune,87751743,43.2846765,5.5155698,la penne sur huveaune
1187,La Pomme,87751719,43.2905165,5.4413152,la pomme
1188,La Porcherie,87592295,45.5740586,1.5383469,la porcherie
1189,La Possonnière,87484337,47.3713848,-0.6917009,la possonniere
1190,La Poterie,87334508,48.0923448,-1.6307729,la poterie
1191,La Redonne Ensuès,87753574,43.33447,5.1975675,la redonne ensues
1192,La Réole,87582866,44.579742,-0.03057,la reole
1193,La Ricamarie,87726703,45.4041516,4.360686,la ricamarie
1194,La Rivière de Mansac,87594416,45.139681,1.3655086,la riviere de mansac
1195,La Rivière-Drugeon,87715144,46.8701507,6.2133331,la riviere drugeon
1196,La Roche-Maurice,87474262,48.4740885,-4.2050964,la roche maurice
1197,La Roche-sur-Foron,87746305,46.06756,6.303885,la roche sur foron
1198,La Roche-sur-Yon,87486019,46.67212,-1.435621,la roche sur yon
1199,La Rochelle,87485003,46.15269,-1.145305,la rochelle
1200,La Rochelle Porte Dauphine,87437798,46.16755,-1.1518412,la rochelle porte dauphine
1201,La Seyne - Six-Fours,87755264,43.116959,5.876966,la seyne six fours
1202,La Souterraine,87592378,46.239792,1.492151,la souterraine
1203,La Suze-sur-Sarthe,87396366,47.8919891,0.0266367,la suze sur sarthe
1204,La Taye,87394403,48.4077566,1.3734019,la taye
1205,La Teste-de-Buch,87582643,44.636924,-1.14295,la teste de buch
1206,La Tour-de-Salvagny,87721548,45.7998818,4.7164921,la tour de salvagny
1207,La Tour-du-Pin,87723478,45.560277,5.450092,la tour du pin
1208,La Tricherie,87575183,46.7288206,0.4412021,la tricherie
1209,La Trinité Victor,87756767,43.7427854,7.3114604,la trinite victor
1210,La Valbonne,87723577,45.849225,5.124911,la valbonne
1211,La Verpillière,87723395,45.6276,5.150866,la verpilliere
1213,La Ville Gozet,87641191,46.3497686,2.5918028,la ville gozet
1214,La Ville-Dieu-du-Temple,87611459,44.0355186,1.2149646,la ville dieu du temple
1215,La Villette Saint-Prest,87394171,48.4827197,1.5228734,la villette saint prest
1216,La Wantzenau,87212316,48.6651895,7.8247832,la wantzenau
1217,Labège Innopole,87612002,43.5473613,1.5129784,labege innopole
1218,Labège Village,87612028,43.5305367,1.5329207,labege village
1219,Labenne,87673293,43.5870509,-1.4288712,labenne
1220,Labergement-Sainte-Marie,87715219,46.77632,6.28011,labergement sainte marie
1221,Laboissière - Le Déluge,87313676,49.2885368,2.1361486,laboissiere le deluge
1222,Labouheyre,87582551,44.2106292,-0.9209296,labouheyre
1223,Labruguière,87615526,43.5425692,2.2594728,labruguiere
1224,Lacapelle-Viescamp,87645150,44.9202424,2.2654689,lacapelle viescamp
1225,Lacelle,87592147,45.6412701,1.8264798,lacelle
1226,Lachaud Curmilhac,87731828,45.1228045,3.6104913,lachaud curmilhac
1227,Lacourtensourt,87611434,43.6638838,1.4138687,lacourtensourt
1228,Lafarge,87592733,45.6338338,1.130859,lafarge
1230,Laguépie,87613471,44.1455256,1.9692195,laguepie
1231,Laifour,87172072,49.911256,4.6923484,laifour
1232,Laigné - Saint-Gervais,87396556,47.8740074,0.2172097,laigne saint gervais
1233,Laigneville,87276204,49.29276,2.44894,laigneville
1234,Laillé,87471144,47.9717527,-1.7495654,laille
1235,Laissey,87718437,47.298723,6.23304,laissey
1236,Lalbenque - Fontanes,87613323,44.3332389,1.5116628,lalbenque fontanes
1237,Lalinde,87584441,44.8396152,0.7427811,lalinde
1238,Lamagistère,87611855,44.1267231,0.8255002,lamagistere
1239,Lamanon,87753731,43.6999662,5.0913333,lamanon
1240,Lamballe,87473108,48.46606,-2.511546,lamballe
1241,Lamonzie-Saint-Martin,87584243,44.8450247,0.3854609,lamonzie saint martin
1242,Lamothe-Landerron,87582882,44.5628433,0.0451406,lamothe landerron
1243,Lamothe-Montravel,87584151,44.8537384,0.0215683,lamothe montravel
1244,Lamotte-Beuvron,87543140,47.593898,2.022499,lamotte beuvron
1245,Lamure-sur-Azergues,87721860,46.0610834,4.4921137,lamure sur azergues
1246,Lancerf,87473850,48.761873,-3.1181396,lancerf
1247,Lancey,87417501,45.2344784,5.8809758,lancey
1248,Landas,87286575,50.4687775,3.290568,landas
1249,Landaul - Mendon,87476226,47.7359877,-3.0860172,landaul mendon
1250,Landébia,87473264,48.5074212,-2.3313716,landebia
1251,Landerneau,87474239,48.453572,-4.256528,landerneau
1252,Landévant,87476234,47.759578,-3.1251313,landevant
1253,Landivisiau,87474270,48.496002,-4.082181,landivisiau
1254,Landrecies,87295642,50.1283138,3.681997,landrecies
1255,Landry,87741777,45.5741713,6.7338182,landry
1256,Laneuveville-devant-Nancy,87141093,48.65564,6.22792,laneuveville devant nancy
1257,Langeac,87734319,45.10125,3.490672,langeac
1258,Langeais,87571828,47.324114,0.410557,langeais
1259,Langogne,87734350,44.732776,3.8573047,langogne
1260,Langon,87582775,44.555448,-0.25554,langon
1261,Langres,87142091,47.8769474,5.3444064,langres
1262,Lannemezan,87671123,43.114273,0.387367,lannemezan
1263,Lannion,87473223,48.727638,-3.460353,lannion
1264,Lantenay,87712323,47.3351085,4.860963,lantenay
1265,Laon,87296012,49.57061,3.62443,laon
1266,Lapeyrouse,87641043,46.2267825,2.893393,lapeyrouse
1267,Laragne-Montéglin,87763755,44.3164984,5.8189832,laragne monteglin
1268,Lardenne,87611939,43.5966262,1.3839252,lardenne
1270,Laroche - Migennes,87683268,47.960998,3.513191,laroche migennes
1271,Laroque-Timbaut,87586412,44.2875163,0.7497189,laroque timbaut
1272,Laroquebrou,87645135,44.9641658,2.1929167,laroquebrou
1273,Lathus-Saint-Rémy,87575498,46.3380917,0.965009,lathus saint remy
1274,Latour-de-Carol - Enveitg,87611483,42.4590464,1.9045027,latour de carol enveitg
1275,Lauterbourg,87212464,48.9676973,8.1826817,lauterbourg
1276,Laval,87478404,48.076206,-0.760907,laval
1277,Laval-de-Cère,87594796,44.9512118,1.9317113,laval de cere
1278,Lavaufranche,87597740,46.3212869,2.2700972,lavaufranche
1279,Lavaur,87615476,43.703479,1.813146,lavaur
1281,Lavoûte-sur-Loire,87734707,45.1214503,3.9054101,lavoute sur loire
1283,Le Bosquet,87757757,43.5515285,6.9816599,le bosquet
1286,Le Bouscat - Saint-Germaine,87738096,44.870926495346204,-0.614049444932229,le bouscat saint germaine
1287,Le Bousquet-d'Orb,87781583,43.6912097,3.1689379,le bousquet d orb
1289,Le Breuil-sur-Couze,87734228,45.4670838,3.2621478,le breuil sur couze
1290,Le Bruel,87783548,44.4813286,3.358325,le bruel
1291,Le Buet,87746883,46.018805,6.9204119,le buet
1292,Le Bugue,87595744,44.9056892,0.942795,le bugue
1293,Le Buisson-de-Cadouin,87595751,44.84723,0.9081756,le buisson de cadouin
1294,Le Burg,87594614,45.2157957,1.4298135,le burg
1295,Le Cailar,87775825,43.6834141,4.2354236,le cailar
1296,Le Cateau-Cambrésis,87295220,50.0914606,3.5400454,le cateau cambresis
1297,Le Cellier,87481168,47.3135164,-1.3506694,le cellier
1298,Le Cendre - Orcet,87734160,45.723796,3.188666,le cendre orcet
1299,Le Chambon-Feugerolles,87726711,45.3947427,4.3223823,le chambon feugerolles
1301,Le Coteau,87726828,46.023984,4.086248,le coteau
1303,Le Creusot,87694000,46.807815,4.4304403,le creusot
1304,Le Creusot - Montceau-les-Mines - Montchanin TGV,87694109,46.765343,4.499513,le creusot montceau les mines montchanin tgv
1305,Le Croisic,87481788,47.289836,-2.507442,le croisic
1306,Le Dorat,87592543,46.2110908,1.0793364,le dorat
1307,Le Dramont,87757542,43.4178193,6.8442467,le dramont
1308,Le Fauga,87611046,43.4043288,1.2827183,le fauga
1309,Le Genest-Saint-Isle,87478743,48.0967372,-0.8858084,le genest saint isle
1310,Le Grand Jardin,87444323,49.1505827,0.2271143,le grand jardin
1311,Le Grand-Lemps,87747220,45.3966261,5.4231117,le grand lemps
1312,Le Grau-du-Roi,87775866,43.5371273,4.140338,le grau du roi
1313,Le Haut Banc,87316687,50.8163364,1.7722209,le haut banc
1314,Le Havre,87413013,49.492996,0.125677,le havre
1315,Le Lioran,87645473,45.0905458,2.7533365,le lioran
1316,Le Luc - Le Cannet,87755405,43.3902379,6.3430972,le luc le cannet
1317,Le Mans,87396002,47.995689,0.192578,le mans
1318,Le Mans Hôpital-Université,87743872,48.014871,0.17445113,le mans hopital universite
1320,Le Méridien La Ferrière,87721522,45.7684995,4.7484432,le meridien la ferriere
1321,Le Meux - La Croix-Saint-Ouen,87276733,49.3594029,2.7532645,le meux la croix saint ouen
1322,Le Molay-Littry,87444083,49.2493263,-0.8809741,le molay littry
1323,Le Monastier-Pin-Moriès,87783308,44.5089682,3.252057,le monastier pin mories
1324,Le Pallet,87481424,47.143831,-1.346898,le pallet
1325,Le Péage-de-Roussillon,87722678,45.371797,4.795402,le peage de roussillon
1326,Le Pénity,87473553,48.3646275,-3.4763815,le penity
1329,Le Plessis-Belleville,87271551,49.0959033,2.7448073,le plessis belleville
1330,Le Poirier Université,87343210,50.33006,3.50273,le poirier universite
1331,Le Pont-de-Beauvoisin,87741470,45.524636,5.680772,le pont de beauvoisin
1333,Le Pouliguen,87481762,47.2825404,-2.4331446,le pouliguen
1334,Le Puy-en-Velay,87734699,45.042866,3.892421,le puy en velay
1335,Le Quesnoy,87295857,50.25021,3.64552,le quesnoy
1337,Le Rouget,87645192,44.8565391,2.2355043,le rouget
1338,Le Soler,87784512,42.6787626,2.7930798,le soler
1340,Le Teich,87582601,44.632507,-1.025556,le teich
1341,Le Theil - La Rouge,87396333,48.2672964,0.6944581,le theil la rouge
1342,Le Theil-de-Bretagne,87471342,47.918742,-1.4319925,le theil de bretagne
1343,Le Thor,87765453,43.9265047,4.9962663,le thor
1344,Le Toec,87353573,43.5956037,1.4014496,le toec
1345,Le Trayas,87757575,43.4746639,6.9243444,le trayas
1346,Le Tréport - Mers-les-Bains,87317529,50.0628592,1.3763738,le treport mers les bains
1348,Le Verdon-sur-Mer,87581389,45.5492065,-1.0650925,le verdon sur mer
1349,Le Vernet d'Ariège,87611350,43.1894138,1.6116214,le vernet d ariege
1351,Le Vieux Briollay,87484139,47.5739696,-0.4829396,le vieux briollay
1352,Leforest,87345223,50.4278,3.05977,leforest
1353,Lens,87345025,50.426818,2.828254,lens
1354,Lentilly,87721555,45.82163,4.667103,lentilly
1355,Lentilly Charpenay,87566919,45.8165247,4.6824009,lentilly charpenay
1356,Lépin-le-Lac - La Bauche,87741439,45.541519,5.7649834,lepin le lac la bauche
1357,Lérouville,87175240,48.7972181,5.5387053,lerouville
1358,Les Abrets - Fitilieu,87741496,45.5421091,5.5754876,les abrets fitilieu
1359,Les Arcs - Draguignan,87755447,43.455524,6.482498,les arcs draguignan
1361,Les Aubrais,87543017,47.926801,1.906629,les aubrais
1362,Les Bardys,87592048,45.9046873,1.377389,les bardys
1363,Les Bons Pères,87297515,50.2798638,4.010967,les bons peres
1364,Les Bossons,87746768,45.9067455,6.8391969,les bossons
1366,Les Cabannes,87611574,42.7862854,1.6862985,les cabannes
1367,Les Cabrils,87781559,43.779707,3.1860831,les cabrils
1368,Les Cauquillous,87328021,43.7340198,1.7546798,les cauquillous
1371,Les Deux Jumeaux,87677104,43.3699568,-1.7643532,les deux jumeaux
1372,Les Échets,87723718,45.8746675,4.9108215,les echets
1373,Les Églisottes-et-Chalaures,87584532,45.0942299,-0.0437576,les eglisottes et chalaures
1375,Les Eyzies-de-Tayac-Sireuil,87595736,44.9411916,1.0081942,les eyzies de tayac sireuil
1376,Les Flachères,87721704,45.7774345,4.7541523,les flacheres
1377,Les Fontinettes,87317305,50.940831,1.8496343,les fontinettes
1379,Les Houches,87746743,45.8935639,6.796924,les houches
1380,Les Lacs,87471516,48.1094359,-1.3208165,les lacs
1381,Les Laumes Alésia,87713115,47.543054,4.462602,les laumes alesia
1382,Les Mais,87473587,48.4262577,-3.3828609,les mais
1383,Les Martres-de-Veyre,87734178,45.688155,3.193228,les martres de veyre
1384,Les Moussoux,87746818,45.9166347,6.8589899,les moussoux
1385,Les Moutiers-en-Retz,87481259,47.0618983,-2.0009628,les moutiers en retz
1388,Les Ormes,87575118,46.9718269,0.6079476,les ormes
1390,Les Pélerins,87746776,45.9125671,6.8472858,les pelerins
1391,Les Perrières,87691600,47.0055213,3.1467144,les perrieres
1393,Les Praz de Chamonix,87746826,45.9394594,6.888753,les praz de chamonix
1394,Les Quatre Roues,87576181,47.3325521,1.7025282,les quatre roues
1395,Les Quatre-Routes-du-Lot,87594564,44.9974864,1.6439067,les quatre routes du lot
1396,Les Ramassiers,87353581,43.6024594,1.3528032,les ramassiers
1397,Les Rosiers-sur-Loire,87487876,47.3625386,-0.2205371,les rosiers sur loire
1398,Les Sables Blancs,87476267,47.57518,-3.13201,les sables blancs
1399,Les Sables-d'Olonne,87486449,46.499917,-1.78105,les sables d olonne
1400,Les Salelles,87783514,44.4832687,3.2804008,les salelles
1402,Les Tines,87746834,45.9505693,6.8991603,les tines
1403,Les Trillers,87641373,46.4147461,2.6001018,les trillers
1405,Les Versannes,87595702,45.088775,0.8574682,les versannes
1407,Lesparre-Médoc,87581314,45.3035166,-0.9454015,lesparre medoc
1408,Lesquin,87286849,50.59068,3.11771,lesquin
1409,Leucate La Franqui,87781088,42.9327725,3.0128555,leucate la franqui
1410,Leval,87295790,50.1845311,3.8366811,leval
1411,Lexos,87613489,44.1423958,1.8851014,lexos
1412,Lezennes,87287102,50.6205699,3.0986481,lezennes
1413,Lézignan-Corbières,87615112,43.1999609,2.7699635,lezignan corbieres
1414,Lezoux,87734442,45.8212175,3.385986,lezoux
1415,Liancourt - Rantigny,87276212,49.32471,2.44532,liancourt rantigny
1417,Libercourt,87345256,50.48025,3.00867,libercourt
1418,Libourne,87584052,44.915888,-0.236344,libourne
1419,Liesle,87718130,47.0587683,5.8208121,liesle
1421,Liévin,87345041,50.434139,2.7716316,lievin
1422,Ligugé,87575274,46.5203091,0.3331733,liguge
1423,Lille CHR,87109306,50.61432,3.03432,lille chr
1424,Lille Europe,87223263,50.639224,3.075796,lille europe
1425,Lille Flandres,87286005,50.636577,3.06987,lille flandres
1426,Lille Porte de Douai,87287250,50.6119054,3.075837,lille porte de douai
1427,Lillers,87342238,50.56163,2.47903,lillers
1429,Limeray,87574335,47.4502088,1.0499661,limeray
1430,Limersheim,87212274,48.4617328,7.6603581,limersheim
1431,Limoges Bénédictins,87592006,45.836089,1.267356,limoges benedictins
1432,Limoges Montjovis,87592022,45.8384117,1.2514147,limoges montjovis
1433,Limoux,87615161,43.0563831,2.2228288,limoux
1434,Limoux Flassian,87598755,43.0684511,2.2182832,limoux flassian
1435,Lingolsheim,87214502,48.5594092,7.6781143,lingolsheim
1437,Lisieux,87444265,49.138299,0.231143,lisieux
1438,Lisle-sur-Tarn,87615310,43.85639,1.80823,lisle sur tarn
1439,Lison,87447219,49.226834,-1.050339,lison
1440,Liverdun,87141069,48.7493158,6.0617374,liverdun
1441,Livron-sur-Drôme,87761247,44.7796035,4.8305412,livron sur drome
1444,Loches,87571471,47.130464,1.000467,loches
1445,Logelbach,87182345,48.087299,7.3206082,logelbach
1446,Loison-sous-Lens,87345231,50.4401891,2.8592403,loison sous lens
1447,Loivre,87171728,49.3466786,3.9906699,loivre
1448,Longages - Noé,87611053,43.3563239,1.2519529,longages noe
1449,Longecourt-en-Plaine,87712620,47.1937936,5.1346952,longecourt en plaine
1451,Longpont,87271775,49.2726851,3.2301676,longpont
1452,Longpré-les-Corps-Saints,87313122,50.01128,2.00277,longpre les corps saints
1453,Longroy - Gamaches,87313817,49.9818917,1.5526598,longroy gamaches
1454,Longueau,87313049,49.86344,2.35215,longueau
1455,Longueil-Annel,87272195,49.4672441,2.8634086,longueil annel
1456,Longueil-Sainte-Marie,87276303,49.3425377,2.7175537,longueil sainte marie
1457,Longuerue - Vieux-Manoir,87411447,49.5566781,1.2762275,longuerue vieux manoir
1458,Longueville,87116137,48.513703,3.249822,longueville
1459,Longueville-sur-Scie,87415141,49.7917558,1.1103434,longueville sur scie
1460,Longuyon,87194274,49.4442555,5.604482,longuyon
1461,Longwy,87194001,49.5129923,5.7696358,longwy
1462,Lons-le-Saunier,87718239,46.66858,5.551108,lons le saunier
1463,Loos lez Lille,87286112,50.6128165,3.0170581,loos lez lille
1464,Loos-en-Gohelle,87345033,50.4378798,2.7933955,loos en gohelle
1465,Loreux,87576157,47.3902731,1.8345356,loreux
1466,Lorient Bretagne Sud,87476002,47.755597,-3.366221,lorient bretagne sud
1467,Loriol-sur-Drôme,87761262,44.7544973,4.8171679,loriol sur drome
1468,Lorraine TGV,87142109,48.947773,6.169838,lorraine tgv
1469,Lothiers,87597104,46.6946801,1.5629763,lothiers
1470,Louhans,87713735,46.6309,5.2174853,louhans
1471,Loulay,87491290,46.0435165,-0.5017525,loulay
1472,Lourches,87343475,50.3102834,3.3434016,lourches
1473,Lourdes,87671339,43.10037,-0.042174,lourdes
1474,Louroux-de-Bouble,87641050,46.2241289,2.9849368,louroux de bouble
1477,Louvroil,87295535,50.2683469,3.9535768,louvroil
1478,Lozanne,87721423,45.85414,4.681501,lozanne
1479,Luant,87597096,46.7357683,1.5901964,luant
1480,Luc,87734368,44.654092,3.8915631,luc
1481,Luc-en-Diois,87761874,44.6136615,5.4546227,luc en diois
1482,Luc-la-Primaube,87615773,44.2913982,2.5544751,luc la primaube
1483,Lucé,87394015,48.4366725,1.4529681,luce
1484,Luçon,87486258,46.4638232,-1.1674217,lucon
1485,Ludon-Médoc,87581181,44.9744015,-0.6118009,ludon medoc
1486,Ludres,87141481,48.6219545,6.1709118,ludres
1487,Lumes,87172189,49.7327973,4.7833571,lumes
1488,Lunas,87781575,43.7095814,3.1948986,lunas
1489,Lunel,87773408,43.679392,4.131086,lunel
1490,Lunel-Viel,87773424,43.6811729,4.0937398,lunel viel
